00000000:Fri Feb 24 11:21:26 2006--> (ERROR) Could not create DirectSound performance object.
00000001:Fri Feb 24 11:21:26 2006--> (ERROR) Sound Driver initialization failed!
00000002:Fri Feb 24 11:21:26 2006--> (ERROR) Auto driver's init failed.
00001384:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001385:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001386:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001387:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001388:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001389:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001390:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001391:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001392:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001393:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001394:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001395:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001396:Fri Feb 24 11:22:01 2006--> (ERROR) Could not flip swap chain!
00001397:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001398:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001399:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001400:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001401:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001402:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001403:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001404:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001405:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001406:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001407:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001408:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001409:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001410:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001411:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001412:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001413:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001414:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001415:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001416:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001417:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001418:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001419:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001420:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001421:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001422:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001423:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001424:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001425:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001426:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001427:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001428:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001429:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001430:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001431:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001432:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001433:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001434:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001435:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001436:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001437:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001438:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001439:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001440:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001441:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001442:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001443:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001444:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001445:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001446:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001447:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001448:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001449:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001450:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001451:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001452:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001453:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001454:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001455:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001456:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001457:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001458:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001459:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001460:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001461:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001462:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001463:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001464:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001465:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001466:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001467:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001468:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001469:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001470:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001471:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001472:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001473:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001474:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001475:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001476:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001477:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001478:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001479:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001480:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001481:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001482:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001483:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001484:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001485:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001486:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001487:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001488:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001489:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001490:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001491:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001492:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001493:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001494:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001495:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001496:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001497:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001498:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001499:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001500:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001501:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001502:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001503:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001504:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001505:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001506:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001507:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001508:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001509:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001510:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001511:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001512:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001513:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001514:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001515:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001516:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001517:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001518:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001519:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001520:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001521:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001522:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001523:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001524:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001525:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001526:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001527:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001528:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001529:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001530:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001531:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001532:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001533:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001534:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001535:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001536:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001537:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001538:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001539:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001540:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001541:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001542:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001543:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001544:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001545:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001546:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001547:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001548:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001549:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001550:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001551:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001552:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001553:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001554:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001555:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001556:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001557:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001558:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001559:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001560:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001561:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001562:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001563:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001564:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001565:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001566:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001567:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001568:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001569:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001570:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001571:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001572:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001573:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001574:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001575:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001576:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001577:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001578:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001579:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001580:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001581:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001582:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001583:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001584:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001585:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001586:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001587:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001588:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001589:Fri Feb 24 11:22:02 2006--> (ERROR) Could not flip swap chain!
00001590:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001591:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001592:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001593:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001594:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001595:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001596:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001597:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001598:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001599:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001600:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001601:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001602:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001603:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001604:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001605:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001606:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001607:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001608:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001609:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001610:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001611:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001612:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001613:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001614:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001615:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001616:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001617:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001618:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001619:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001620:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001621:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001622:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001623:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001624:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001625:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001626:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001627:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001628:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001629:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001630:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001631:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001632:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001633:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001634:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001635:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001636:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001637:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001638:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001639:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001640:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001641:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001642:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001643:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001644:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001645:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001646:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001647:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001648:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001649:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001650:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001651:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001652:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001653:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001654:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001655:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001656:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001657:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001658:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001659:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001660:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001661:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001662:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001663:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001664:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001665:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001666:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001667:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001668:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001669:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001670:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001671:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001672:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001673:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001674:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001675:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001676:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001677:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001678:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001679:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001680:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001681:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001682:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001683:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001684:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001685:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001686:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001687:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001688:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001689:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001690:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001691:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001692:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001693:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001694:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001695:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001696:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001697:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001698:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001699:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001700:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001701:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001702:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001703:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001704:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001705:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001706:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001707:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001708:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001709:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001710:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001711:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001712:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001713:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001714:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001715:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001716:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001717:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001718:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001719:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001720:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001721:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001722:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001723:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001724:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001725:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001726:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001727:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001728:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
00001729:Fri Feb 24 11:22:03 2006--> (ERROR) Could not flip swap chain!
